Ratio H/L normalized pd2_forward	Ratio H/L normalized pd2_reverse	Ratio H/L normalized pd4_forward	Ratio H/L normalized pd4_reverse	Only identified by site	Reverse	Contaminant	Ratio H/L normalized pd2_forward B significant	Ratio H/L normalized pd2_reverse B significant	Ratio H/L normalized pd4_forward B significant	Ratio H/L normalized pd4_reverse B significant	Peptides	Unique peptides	Intensity pd2_forward	Intensity pd2_reverse	Intensity pd4_forward	Intensity pd4_reverse	Ratio H/L normalized pd2_forward Significance B	Ratio H/L normalized pd2_reverse Significance B	Ratio H/L normalized pd4_forward Significance B	Ratio H/L normalized pd4_reverse Significance B	Protein IDs	Majority protein IDs	Protein names	Gene names	Proteins	Color
NaN	NaN	NaN	NaN								1	1	12051000	3265200	2101400	0	1	1	1	1	P17012;B7ZN32;P23607	P17012;B7ZN32;P23607	Zinc finger X-chromosomal protein;Zinc finger autosomal protein	Zfx;Zfa	3	
NaN	NaN	NaN	NaN								1	1	0	166030	0	416510	1	1	1	1	B7ZNU9;Q61235	B7ZNU9;Q61235	Beta-2-syntrophin	Sntb2	2	
2.686994	-0.1482249	2.855113	3.020751								9	9	45931000	17512000	21325000	19452000	0.594260280705867	0.599664042266333	0.54523479552456	0.440520978999623	Q9JIX8;E9Q9R4;Q9JIX8-4;F6RJ39;B8JJ91;Q9JIX8-2;B8JJ92;Q9JIX8-3;Q52KR6;F6Q8C0;B8JJ90	Q9JIX8;E9Q9R4;Q9JIX8-4;F6RJ39;B8JJ91;Q9JIX8-2;B8JJ92;Q9JIX8-3;Q52KR6	Apoptotic chromatin condensation inducer in the nucleus	Acin1	11	
NaN	NaN	NaN	NaN								1	1	0	0	1229600	2039500	1	1	1	1	B8JJC1;Q8BJ37	B8JJC1;Q8BJ37	Tyrosyl-DNA phosphodiesterase 1	Tdp1	2	
1.038015	1.07087	1.593688	1.183328								2	1	6722000	2251100	5915700	5292500	0.619351118029195	0.849951834129153	0.751267032858373	0.887091515847	Q4QQP3;B8JJX8;E9PVL5;Q91W94;B8JJX9;E9QAC4;B8JJY0;B8JK40	Q4QQP3;B8JJX8;E9PVL5;Q91W94;B8JJX9;E9QAC4;B8JJY0;B8JK40		A530054K11Rik;Zfp738;Zfp71-rs1;AA987161	8	
NaN	NaN	NaN	NaN								1	1	1364600	315670	0	0	1	1	1	1	Q8VBW5;Q8VBW5-3;Q8VBW5-2;Q8VBW5-4;B8JK50	Q8VBW5;Q8VBW5-3;Q8VBW5-2;Q8VBW5-4;B8JK50	HMG box transcription factor BBX	Bbx	5	
NaN	NaN	NaN	NaN								1	1	617370	223190	0	565400	1	1	1	1	Q8K015;E9Q739;B8JK52	Q8K015;E9Q739;B8JK52	Centromere protein O	Cenpo	3	
NaN	NaN	2.420563	-3.247834								2	2	0	0	2188200	5751200	1	1	0.809845806105488	0.019121010543951	E9PXW9;B9EHF7;Q08369;E9Q087;Q3UYJ1	E9PXW9;B9EHF7;Q08369;E9Q087;Q3UYJ1	Transcription factor GATA-4	Gata4	5	
2.760604	3.041418	3.160549	3.655466								15	15	19141000	13994000	35057000	31839000	0.557910977890164	0.34798268969655	0.389254890342329	0.277108686860604	P39447;B9EHJ3	P39447;B9EHJ3	Tight junction protein ZO-1	Tjp1	2	
1.722422	NaN	NaN	-2.656081								3	3	7535500	603620	0	4572800	0.901023018134727	1	1	0.040441560805008	B9EHJ7;Q9EPQ8;E9QKY7;Q9EPQ8-2	B9EHJ7;Q9EPQ8;E9QKY7;Q9EPQ8-2	Transcription factor 20	Tcf20	4	
NaN	NaN	NaN	NaN								1	1	0	93429	0	314610	1	1	1	1	Q62388;B9EHX4	Q62388;B9EHX4	Serine-protein kinase ATM	Atm	2	
NaN	NaN	NaN	NaN								3	3	1193200	118590	0	0	1	1	1	1	C7G3P2;Q61136	C7G3P2;Q61136	Serine/threonine-protein kinase PRP4 homolog	Prpf4b	2	
3.159274	NaN	NaN	NaN								5	3	31262000	9771200	0	3787600	0.381857265668549	1	1	1	D3YTQ3;F6VQH5;Q9Z130	D3YTQ3;F6VQH5;Q9Z130	Heterogeneous nuclear ribonucleoprotein D-like	Hnrpdl	3	
3.576038	2.676448	3.529696	3.682011								2	2	7703600	12723000	21601000	24537000	0.239552005488829	0.423870618816861	0.241827056376735	0.271317659575765	P62843;Q3UXS6;D3YTQ9	P62843;Q3UXS6;D3YTQ9	40S ribosomal protein S15	Rps15	3	
NaN	NaN	NaN	NaN								1	1	867180	0	0	0	1	1	1	1	F8WIX5;P70182;F8WI18;D3YUY3;F8WIX4;P70182-2	F8WIX5;P70182;F8WI18;D3YUY3;F8WIX4;P70182-2	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha	Pip5k1a	6	
NaN	NaN	NaN	1.72609								2	1	0	0	0	2168500	1	1	1	0.89836715762116	Q9R0Q6;D3YVI5	Q9R0Q6;D3YVI5	Actin-related protein 2/3 complex subunit 1A	Arpc1a	2	
2.783561	-0.8081594	1.563158	1.587221								4	4	1161100	1217500	1781700	7347100	0.546799906967922	0.314938791636875	0.737704257529005	0.953198236875281	E9PW39;D3YVL0;P23249	E9PW39;D3YVL0;P23249	Putative helicase MOV-10	Mov10	3	
-0.1967234	-0.2405715	0.789771	-0.3480781								2	2	2286800	797920	3084100	3400100	0.242557546103336	0.553813383265444	0.430117674659011	0.36667945808742	D3YVN7;Q8BFR5;Q8BFR5-2	D3YVN7;Q8BFR5;Q8BFR5-2	Elongation factor Tu;Elongation factor Tu, mitochondrial	Gm9755;Tufm	3	
-0.5168628	-0.03917699	-0.1533663	-0.02567627								53	51	2449500000	1273700000	2454500000	3414200000	0.179332579878766	0.655912661978214	0.179351440315289	0.457749506104223	Q6P1G2;E9QL25;D3YVU7;D3YVU4;Q6P1G2-2;F6QTG9;Q6P1G2-3;D3YUE3;Q6P1G2-4;D3YV31	Q6P1G2;E9QL25;D3YVU7;D3YVU4;Q6P1G2-2	Lysine-specific demethylase 2B	Kdm2b	10	
3.974713	4.095165	2.487409	3.037206								5	5	249310000	111350000	246020000	294230000	0.143018379495145	0.180501710187346	0.766723688999878	0.435688814264449	D3YW41;Q6ZWZ4;D3Z3R1;P47964;D3Z7M8;D3YX71	D3YW41;Q6ZWZ4;D3Z3R1;P47964;D3Z7M8	60S ribosomal protein L36	Rpl36-ps3;Rpl36;Gm5745;Gm5614	6	
3.038822	2.942514	3.252204	3.666416								9	9	161180000	123810000	224070000	310870000	0.43110384321684	0.36764157073217	0.348344544928692	0.274709862909605	D3YWP3;P62751;F8WH61;D3Z1D6;D3Z5J8;D3Z5J9;D3YU45;D3YU46;D3YTY6;D3YTY5;D3YW68;D3Z2I1;D3YW72	D3YWP3;P62751;F8WH61;D3Z1D6;D3Z5J8;D3Z5J9;D3YU45;D3YU46	60S ribosomal protein L23a	Rpl23a-ps3;Rpl23a;Gm8290;Gm10335;Gm8112;Gm8264;Gm3940;Gm10923	13	
NaN	NaN	NaN	NaN								1	1	0	0	0	0	1	1	1	1	D3YWS8	D3YWS8		Leng8	1	
NaN	NaN	NaN	NaN								2	1	1813400	0	0	0	1	1	1	1	D3Z3N4;D3YWT1	D3Z3N4;D3YWT1		Hnrnph3	2	
1.590099	0.286408	1.441802	NaN								3	3	3512100	3687900	2659500	4719600	0.84432123418852	0.83465403894615	0.684632883327391	1	D3YWX2;E9Q803;Q9R0I7;F6YTL8	D3YWX2;E9Q803;Q9R0I7;F6YTL8	YLP motif-containing protein 1	Ylpm1	4	
-0.8148693	NaN	NaN	NaN								3	3	5066700	0	0	0	0.132333154296957	1	1	1	D3YWY2;E9Q6W4	D3YWY2;E9Q6W4		Zfp296	2	
1.905197	1.628354	2.436615	1.547302								5	5	266230000	135100000	310920000	341790000	0.98012070276392	0.688294152721885	0.799432623663192	0.969012557166574	D3YXG3;P62852	D3YXG3;P62852	40S ribosomal protein S25	Gm4963;Rps25	2	
-0.660475	0.07710631	-2.07309	-0.7338912								18	18	776510000	226500000	402980000	584580000	0.155329723051503	0.718114269771967	0.01351421783497	0.273795714331725	D3YXK1	D3YXK1	Atherin	Samd1	1	
NaN	NaN	NaN	NaN								5	2	3030600	6572300	0	0	1	1	1	1	D3YXK2	D3YXK2	Scaffold attachment factor B1	Safb	1	
NaN	NaN	NaN	NaN								1	1	0	221600	0	1738800	1	1	1	1	Q9D945;Q9D945-2;D3YXW1	Q9D945;Q9D945-2;D3YXW1	Protein LLP homolog	Llph	3	
NaN	NaN	NaN	NaN								3	3	789040	272050	1792600	0	1	1	1	1	D3YY09;Q9D6N5;G3UXH5;F6T9K1;D3YYC2	D3YY09;Q9D6N5;G3UXH5;F6T9K1;D3YYC2	Dr1-associated corepressor	Drap1	5	
-2.589008	1.173	NaN	NaN								7	7	32449000	4217200	0	0	0.013499519142946	0.819633728951412	1	1	Q3UTQ7;D3YYD1;Q3UTQ7-2	Q3UTQ7;D3YYD1	PR domain zinc finger protein 10	Prdm10	3	
NaN	NaN	NaN	NaN								1	1	1692500	0	0	0	1	1	1	1	F6VLR1;Q9D2L9;D3YYD2	F6VLR1;Q9D2L9;D3YYD2	Protein FAM111A	Fam111a	3	
3.088396	2.965156	3.274739	3.437627								7	7	58694000	32838000	106450000	111600000	0.410404248381885	0.363081108293173	0.338720334198248	0.32780370017947	Q91V55;D3YYM6;P97461	Q91V55;D3YYM6;P97461	40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed	Rps5	3	
3.809929	2.899079	4.123749	3.480782								19	19	158230000	75540000	176830000	198180000	0.178501721110517	0.376489581011366	0.095228782695426	0.317310508638883	D3YYT1;Q922P9	D3YYT1;Q922P9	Putative oxidoreductase GLYR1	Glyr1	2	
NaN	NaN	NaN	NaN								1	1	0	894250	0	2203900	1	1	1	1	Q99KG5;Q99KG5-2;Q99KG5-3;D3YYU9	Q99KG5;Q99KG5-2;Q99KG5-3;D3YYU9	Lipolysis-stimulated lipoprotein receptor	Lsr	4	
2.261621	-1.239873	NaN	NaN								5	5	8993500	3457300	1319900	0	0.822123543725008	0.187190327323978	1	1	Q91V81-2;D3YYW8;Q91V81	Q91V81-2;D3YYW8;Q91V81	RNA-binding protein 42	Rbm42	3	
1.679874	1.053459	1.386976	1.601792								4	4	15317000	5911300	12570000	23972000	0.882721187715817	0.855144014349897	0.661139571458577	0.947430178385117	P14602;P14602-2;D3YZ06;P14602-3	P14602;P14602-2;D3YZ06;P14602-3	Heat shock protein beta-1	Hspb1	4	
4.382598	3.006029	1.585203	2.457384								8	8	353600000	186750000	342970000	423160000	0.078434162493748	0.354938829474082	0.747489545700909	0.623243837352491	Q9CY66;Q9CY66-2;G5E8M6;Q9CY66-3;D3YZ09;F6SL78	Q9CY66;Q9CY66-2;G5E8M6;Q9CY66-3;D3YZ09;F6SL78	H/ACA ribonucleoprotein complex subunit 1	Gar1	6	
NaN	NaN	NaN	NaN								1	1	0	0	0	0	1	1	1	1	D3Z4J3;Q99104;D3YZ62	D3Z4J3;Q99104;D3YZ62	Unconventional myosin-Va	Myo5a	3	
NaN	NaN	NaN	NaN								1	1	666090	154860	338470	768520	1	1	1	1	Q8R0B5;P80206;Q8VD35;D3YZ94;D3Z4G2;D3Z7L5	Q8R0B5;P80206;Q8VD35;D3YZ94;D3Z4G2;D3Z7L5	Homeobox protein OTX2	Otx2	6	
NaN	NaN	NaN	NaN								1	1	514060	0	0	535780	1	1	1	1	Q922J9-4;Q922J9;Q922J9-3;Q922J9-2;D3Z4N9;D3Z5W6;D3Z072	Q922J9-4;Q922J9;Q922J9-3;Q922J9-2;D3Z4N9;D3Z5W6;D3Z072	Fatty acyl-CoA reductase 1	Far1	7	
2.651293	3.316942	3.560226	2.136355								4	4	21179000	12560000	35005000	35922000	0.612270918540535	0.296817954133013	0.231686427137001	0.740137338599055	Q9CRB9;D3Z0L4;Q9D9P1;E9Q4H4	Q9CRB9;D3Z0L4;Q9D9P1;E9Q4H4	Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial	Chchd3	4	
NaN	-0.2929524	NaN	NaN								3	3	0	4983400	0	2139300	1	0.528591964658674	1	1	D3Z0M9	D3Z0M9		Ddx23	1	
NaN	NaN	NaN	NaN								2	2	6160100	2592900	8791300	7593500	1	1	1	1	E9Q4T6;Q62189;D3Z0S6;D6RI83	E9Q4T6;Q62189;D3Z0S6;D6RI83	U1 small nuclear ribonucleoprotein A	Snrpa	4	
0.2293418	-0.05293984	0.006190286	-0.4198352								5	5	4415500	3664900	5764400	11881000	0.348868261516178	0.648696098977569	0.21163917795842	0.348061492779514	Q62311;D3Z0T0;D3Z5H6;D3Z4X5	Q62311;D3Z0T0;D3Z5H6	Transcription initiation factor TFIID subunit 6	Taf6	4	
NaN	NaN	NaN	NaN								1	1	0	824240	1780100	1605900	1	1	1	1	Q9D666;Q9D666-3;Q9D666-4;Q9D666-2;D3Z0V9;F6RMJ1	Q9D666;Q9D666-3;Q9D666-4;Q9D666-2;D3Z0V9;F6RMJ1	SUN domain-containing protein 1	Sun1	6	
2.342156	-0.8575211	NaN	1.469157								2	2	2715000	914290	684340	1237500	0.777099392956628	0.297959991232846	1	1	Q5U4D9;D3Z131;D3Z132;F6S2T7;D3YUL7	Q5U4D9;D3Z131;D3Z132;F6S2T7;D3YUL7	THO complex subunit 6 homolog	Thoc6	5	
0.3002995	NaN	1.14176	0.3530974								4	4	8098800	1091000	7249900	4295700	0.369091126787561	1	0.560351404251823	0.579303748736026	E9PUA5;D3Z174;Q9QWT9;Q9QWT9-2;Q9QWT9-3;E9QAQ4;G3UXN2	E9PUA5;D3Z174;Q9QWT9;Q9QWT9-2;Q9QWT9-3;E9QAQ4;G3UXN2	Kinesin-like protein KIFC1	Kifc5b;Kifc1	7	
NaN	NaN	NaN	NaN								1	1	0	0	0	1497900	1	1	1	1	Q8K370;D3Z7X0;D3Z2B3	Q8K370;D3Z7X0;D3Z2B3	Acyl-CoA dehydrogenase family member 10	Acad10;Acad12	3	
2.370778	2.470277	2.772435	2.437201								12	12	22370000	12773000	45284000	50710000	0.761268381670842	0.470709851886145	0.592231160050388	0.630356523939623	E9Q8Z8;E9Q8Z6;E9Q8Z5;P30999;G3X9V2;P30999-3;E9Q904;P30999-2;E9Q901;E9Q903;D3Z2H2;E9Q8Z9;E9Q8Z4;E9Q905;E9Q907;E9Q906;D3Z7H6;E9Q986;D3Z2H7	E9Q8Z8;E9Q8Z6;E9Q8Z5;P30999;G3X9V2;P30999-3;E9Q904;P30999-2;E9Q901;E9Q903;D3Z2H2;E9Q8Z9;E9Q8Z4;E9Q905;E9Q907;E9Q906;D3Z7H6;E9Q986;D3Z2H7	Catenin delta-1	Ctnnd1	19	
2.953712	1.640343	2.700706	2.881939								8	8	6377800	1357600	8596500	6070700	0.468018574150596	0.684940726594018	0.634449129983711	0.482486655823284	Q99PU8-3;Q99PU8;Q99PU8-2;D3Z2J3;F7CEU6;D3Z1G8;D3YXL7	Q99PU8-3;Q99PU8;Q99PU8-2;D3Z2J3;F7CEU6	Putative ATP-dependent RNA helicase DHX30	Dhx30	7	
4.930312	4.03492	3.819668	3.058524								7	7	103050000	114780000	219600000	267120000	0.031064507721315	0.188072361382239	0.157502457442982	0.429474516205139	D3Z2T7;O55142;E9PXU5;F8VQL4	D3Z2T7;O55142;E9PXU5;F8VQL4	60S ribosomal protein L35a	Gm10247;Rpl35a;Gm10029;Gm10237	4	
NaN	NaN	NaN	NaN								4	1	2033700	660250	0	0	1	1	1	1	P27699-5;D3Z2U7;F6QKL8;D3Z7M6;P27699-6;E9PWV9;F6W4F5;P27699-7;F6Q346;P27699-8;E9QLF2;P27699-2;P27699-10;F6U9F5;Q99JF1;D3Z6A5;Q78Z98;D3Z326;D3Z7P7;P27699;F6XRJ7;E9PV35;D3YXV5;P27699-9;D3Z011;F6RB97;D3Z0R0;P27699-3;D3Z4K8;P27699-4;D3Z773;Q3TTH6;Q9CQ87	P27699-5;D3Z2U7;F6QKL8;D3Z7M6;P27699-6;E9PWV9;F6W4F5;P27699-7;F6Q346;P27699-8;E9QLF2;P27699-2;P27699-10;F6U9F5;Q99JF1;D3Z6A5;Q78Z98;D3Z326;D3Z7P7		Crem	33	
0.261952	-0.2027379	0.1857398	-0.2143909								4	3	35697000	22035000	21206000	36985000	0.358073174265356	0.572389503709465	0.252769616403268	0.40298523937315	D3Z351;P63158;D3YZ18;D3YVC6;E9PYZ6	D3Z351;P63158;D3YZ18	High mobility group protein B1	Hmg1l1;Hmgb1	5	
1.937608	-0.1195417	NaN	1.510506								2	2	4087400	1286300	0	3551600	0.994189909010575	0.614247455527179	1	0.98360036438882	D3Z4V2;D3Z3F1;Q9D824;Q9D824-2;Q9D824-3;D3Z619;Q9D824-4	D3Z4V2;D3Z3F1;Q9D824;Q9D824-2;Q9D824-3;D3Z619;Q9D824-4	Pre-mRNA 3-end-processing factor FIP1	Fip1l1	7	
3.595623	3.451541	4.236033	3.778314								12	12	132810000	69452000	166140000	180080000	0.233935799245856	0.273751313177357	0.077973267810368	0.251007352143705	F8VQL2;D3Z3R2;Q6ZWZ7;Q9CPR4;F6VWT4;B2RY53;F8VQM6;F6YKV1;E9PWX3	F8VQL2;D3Z3R2;Q6ZWZ7;Q9CPR4;F6VWT4;B2RY53	60S ribosomal protein L17	Rpl17-ps3;Gm10268;Rpl17;Gm10362;Gm6133	9	
1.602837	NaN	NaN	NaN								3	3	5408400	2070600	6260400	674360	0.849749433222326	1	1	1	Q922V4;D3Z4V1;F8WI31	Q922V4;D3Z4V1;F8WI31	Pleiotropic regulator 1	Plrg1	3	
0.1573025	NaN	NaN	NaN								2	2	8456700	2042800	0	4630000	0.329071961396118	1	1	1	Q4TU83;D3Z573	Q4TU83;D3Z573		Rhox10	2	
1.580242	0.04404436	2.054327	NaN								3	3	895900	320650	1783000	205730	0.840125827173305	0.700215868908043	0.962908365505586	1	D3Z5I1;Q3UPF5;Q3UPF5-2;G3X9X5	D3Z5I1;Q3UPF5;Q3UPF5-2;G3X9X5	Zinc finger CCCH-type antiviral protein 1	Zc3hav1	4	
NaN	NaN	NaN	NaN								1	1	969550	315310	1001300	832430	1	1	1	1	D3Z5N6;Q61103	D3Z5N6;Q61103	Zinc finger protein ubi-d4	Dpf2	2	
2.703278	2.55861	3.516393	2.957283								14	14	293490000	170080000	286980000	385720000	0.586126198782054	0.450300116472787	0.246341876652181	0.459443639424396	D3Z6C3;P97351;D3Z7W7	D3Z6C3;P97351;D3Z7W7	40S ribosomal protein S3a	Gm10119;Rps3a;Gm9000	3	
0.3700527	0.356031	0.5379421	0.07162537								23	23	154230000	84167000	193840000	231760000	0.389666178563379	0.87438324547108	0.348834700839358	0.487542276159297	Q03265;D3Z6F5;D6RJ16	Q03265;D3Z6F5	ATP synthase subunit alpha, mitochondrial;ATP synthase subunit alpha	Atp5a1	3	
NaN	2.58578	2.144438	2.78201								6	1	4266600	2288600	4765000	7046000	1	0.444124910348796	0.992704330579932	0.513992800479214	E9QNF5;P35922-7;D3Z6U8;P35922-8;P35922-9;E9QAS9;P35922-12;P35922-10;P35922-11;F6R9D8;Q61584;Q61584-3;F6YLE3;Q61584-7;F8WHA2;Q61584-4;F8WH60;Q61584-6;Q61584-5;F7BNV1;Q61584-2;E9PVJ4	E9QNF5;P35922-7;D3Z6U8;P35922-8;P35922-9;E9QAS9;P35922-12;P35922-10;P35922-11		Fmr1	22	
2.06633	NaN	NaN	NaN								3	3	5005600	1314500	0	750220	0.933473455861651	1	1	1	E0CX20;Q6PGH1	E0CX20		Bud31	2	
NaN	NaN	NaN	NaN								1	1	0	0	2433800	0	1	1	1	1	Q7TS63;Q7TS63-2;E0CX30	Q7TS63;Q7TS63-2;E0CX30	Zinc finger protein ZFAT	Zfat	3	
3.0054	2.848958	NaN	NaN								3	1	4273700	1971700	5230400	1306400	0.445394784052998	0.386861062752715	1	1	E0CXB9;Q61301;Q61301-3;Q61301-2;Q8BS72	E0CXB9;Q61301;Q61301-3;Q61301-2;Q8BS72	Catenin alpha-2	Ctnna2	5	
NaN	NaN	NaN	NaN								1	1	387110	140500	0	0	1	1	1	1	Q9DBV7;P23708;E0CYF3;P23708-2;F7DFJ2;F6TWX0	Q9DBV7;P23708;E0CYF3;P23708-2;F7DFJ2;F6TWX0	Nuclear transcription factor Y subunit alpha	Nfya	6	
NaN	NaN	NaN	NaN								2	2	1928800	782400	2293600	1523700	1	1	1	1	E0CYH0;Q9ER69;Q9ER69-2;F7CCI4;F7AUU6	E0CYH0;Q9ER69;Q9ER69-2;F7CCI4;F7AUU6	Pre-mRNA-splicing regulator WTAP	Wtap;Gm7381	5	
NaN	-0.7033606	NaN	NaN								1	1	539850000	448430000	448710000	690140000	1	0.35305321728353	1	1	E5D8G1	E5D8G1		Galntl6	1	
0.5174268	-0.7015998	1.55866	-1.612152								24	24	580550000	270330000	337350000	427080000	0.43537120964272	0.353717558344503	0.735712623899178	0.125858635861956	Q91X20;E9PU93;D3YYA0;D6RI55;D6RET1	Q91X20;E9PU93;D3YYA0	Set1/Ash2 histone methyltransferase complex subunit ASH2	Ash2l	5	
2.071042	2.973262	3.438692	3.148283								21	21	18830000	14146000	41605000	63315000	0.930762676190525	0.361457067933765	0.273892715276207	0.403880167009491	E9PU96;Q571H0;Q571H0-2	E9PU96;Q571H0	Nucleolar pre-ribosomal-associated protein 1	Urb1	3	
-0.2687473	-0.4475836	-0.3433663	-0.03893976								17	17	33362000	9024400	20840000	73883000	0.227121178884893	0.457703337626501	0.14585943058712	0.453769010166562	Q5SWU9-2;E9PUB1;Q5SWU9;E9Q4Z2;D3Z0B3	Q5SWU9-2;E9PUB1;Q5SWU9	Acetyl-CoA carboxylase 1;Biotin carboxylase	Acaca	5	
NaN	NaN	NaN	NaN								1	1	0	199850	0	901890	1	1	1	1	Q9CZW4;E9PUC2	Q9CZW4;E9PUC2	Long-chain-fatty-acid--CoA ligase 3	Acsl3	2	
1.18935	-1.753604	NaN	NaN								5	5	10876000	2981900	0	0	0.678562641785988	0.090527984759142	1	1	Q80WC1-4;Q80WC1;E9PUG5;Q80WC1-3;Q80WC1-2;F6TB64;F6UTU1	Q80WC1-4;Q80WC1;E9PUG5;Q80WC1-3;Q80WC1-2;F6TB64	Ubinuclein-2	Ubn2	7	
NaN	0.1658154	NaN	NaN								2	2	2948300	4054000	1823800	1385500	1	0.766883291932024	1	1	Q8CCG4;E9Q581;E9PUG8;F7C9E8	Q8CCG4;E9Q581;E9PUG8;F7C9E8	Developmental pluripotency-associated protein 4	Dppa4;Gm5501	4	
3.210763	3.563768	3.271291	4.340278								10	10	18777000	10463000	36382000	53320000	0.361903534081427	0.255479515806617	0.340181534146253	0.153503742070382	Q8BU03;E9PUI2	Q8BU03;E9PUI2	Periodic tryptophan protein 2 homolog	Pwp2	2	
0.8678965	-0.6265355	1.779428	-1.182753								6	5	17557000	4016900	2443200	7889900	0.555636405017852	0.382771198333335	0.835297696954123	0.187726259330046	Q8VC70;E9PV56;E9Q7G6	Q8VC70;E9PV56;E9Q7G6	RNA-binding motif, single-stranded-interacting protein 2	Rbms2	3	
0.6426554	0.2062681	1.472852	0.6619321								4	4	246070000	254140000	407690000	273640000	0.476530515595765	0.789446624513494	0.698076341856968	0.688428577407665	E9PV77;P68433;P84228;P84244;F8WI35;E9PZA5;E0CZ27;E0CYR7;E0CYN1	E9PV77;P68433;P84228;P84244;F8WI35;E9PZA5;E0CZ27	Histone H3.1;Histone H3.2;Histone H3.3;Histone H3	Gm10257;Hist1h3a;Hist1h3b;H3f3a;Gm6132	9	
NaN	NaN	2.855113	NaN								3	3	5059800	775650	6120200	5903400	1	1	0.54523479552456	1	E9PVA2;Q9DB85	E9PVA2;Q9DB85	Ribosomal RNA-processing protein 8	Rrp8	2	
NaN	NaN	NaN	NaN								1	1	0	69309	379680	197830	1	1	1	1	E9PVA8;Q8BIX2	E9PVA8;Q8BIX2		Gcn1l1	2	
NaN	4.148446	NaN	NaN								21	1	5454400	6238500	0	0	1	0.173996801692793	1	1	E9PVC9	E9PVC9		Nolc1	1	
NaN	NaN	NaN	NaN	+							1	1	448780	0	0	0	1	1	1	1	E9PVL6	E9PVL6		Trim30b	1	
2.569491	-1.487379	2.81455	0.2921927								14	1	216440000	105790000	108550000	111860000	0.654419064266343	0.133881526951823	0.568059302456241	0.558778769364015	E9PVM4;E9Q8D6;P61979-3;D3Z5X4	E9PVM4;E9Q8D6;P61979-3;D3Z5X4		Hnrnpk;Gm7964	4	
NaN	NaN	NaN	NaN								1	1	2205000	1071200	2845500	3433800	1	1	1	1	Q8R0J2;Q9R0Q9;E9PWT5;F6XX36;Q5F2B1;E9PVP3	Q8R0J2;Q9R0Q9;E9PWT5;F6XX36;Q5F2B1;E9PVP3	Mannose-P-dolichol utilization defect 1 protein	Mpdu1	6	
3.051285	-3.316456	0.297837	-0.6262237								8	7	111730000	73493000	195880000	192380000	0.425843852716767	0.004663233589469	0.281109625811613	0.297931502085507	E9Q0H2;Q3USK5;P30051;E9PZ73;E9Q681;Q3UFP5;Q6PAQ8;E9PVS2;E9Q387;E9QAK6;E9Q506;F8VPU0;B8JJC8;P70210;F6QH05;P48301;E9PZK2;F6TTJ9;E9Q9U3;D3Z6C5;Q80UL2	E9Q0H2;Q3USK5;P30051;E9PZ73;E9Q681;Q3UFP5;Q6PAQ8;E9PVS2;E9Q387;E9QAK6;E9Q506;F8VPU0;B8JJC8;P70210;F6QH05	Transcriptional enhancer factor TEF-1;Transcriptional enhancer factor TEF-5	Tead1;Tead3	21	
NaN	NaN	NaN	NaN								4	4	0	1452400	4374200	1327500	1	1	1	1	E9Q174;E9PVU0;E9Q3L1;E9Q175;E9QQ82;Q64331;E9Q178	E9Q174;E9PVU0;E9Q3L1;E9Q175;E9QQ82;Q64331	Unconventional myosin-VI	Myo6	7	
NaN	NaN	NaN	NaN								1	1	605800	411610	0	0	1	1	1	1	E9PVW7;Q8K389	E9PVW7;Q8K389	CDK5 regulatory subunit-associated protein 2	Cdk5rap2	2	
NaN	NaN	NaN	NaN								1	1	1944400	0	0	0	1	1	1	1	E9PVX3;Q99M28;Q99M28-2	E9PVX3;Q99M28;Q99M28-2	RNA-binding protein with serine-rich domain 1	Rnps1	3	
1.309584	1.297015	2.497357	2.401876								62	62	436030000	156230000	260820000	261500000	0.727086573046422	0.78318186435867	0.760364196370292	0.642888028927352	E9PVX6	E9PVX6		Mki67	1	
-0.4364904	-0.8111433	-0.3690355	NaN								3	3	3408000	6464000	5848700	5910800	0.193916291289476	0.313894708247446	0.14172836181685	1	Q8C4X1-2;E9PW01;Q8C4X1-3;Q8C4X1-4;Q8C4X1;A2AC07;A2AC10	Q8C4X1-2;E9PW01;Q8C4X1-3;Q8C4X1-4;Q8C4X1;A2AC07	Centromere protein X	Stra13	7	
2.700795	0.5169228	NaN	NaN								3	3	31383000	15399000	17048000	19721000	0.587363297330886	0.967246161949436	1	1	Q9CY57;Q9CY57-2;E9PW20;Q9CY57-3;Q9CY57-4;Q9CY57-5;D3Z7T7;D3YZA1	Q9CY57;Q9CY57-2;E9PW20;Q9CY57-3;Q9CY57-4;Q9CY57-5;D3Z7T7;D3YZA1	Friend of PRMT1 protein	Fop;2500003M10Rik	8	
0.05199848	NaN	-2.715581	NaN								4	4	8320100	2846300	21318000	1318100	0.301471427677668	1	0.004411085114968	1	Q549C9;P02340;Q80ZA1;E9PW57	Q549C9;P02340;Q80ZA1;E9PW57	Cellular tumor antigen p53	Trp53;Tp53	4	
NaN	NaN	NaN	NaN								2	2	0	0	306780	900180	1	1	1	1	E9PW66;P28656;Q8BSH9	E9PW66;P28656;Q8BSH9	Nucleosome assembly protein 1-like 1	Nap1l1	3	
